AMS FTA,ASEAN baseline,Matched words,Total words AMS,Total words ASEAN,% of AMS,% of ASEAN
519_Japan Philippines_2006Cut.txt,ASEAN FTA.txt,4250,28716,33228,14.80,12.79
PH-EFTA (2016).txt,ASEAN FTA.txt,1487,14799,33228,10.05,4.48
PH-Korea (2023).txt,ASEAN FTA.txt,2953,22279,33228,13.25,8.89
